license_plate,city_name,plate_name,latitude,longitude
MÜR,Landkreis Mecklenburgische Seenplatte,MÜRitz,53.55,12.98
MVL,Mecklenburg-Vorpommern,Mecklenburg-Vorpommerscher Landtag,53.612062,12.700195
MW,Landkreis Mittelsachsen,MittWeida,50.913097,13.354863
MY,Landkreis Mayen-Koblenz,MaYen,50.33,7.33
MYK,Landkreis Mayen-Koblenz,"MaYen, Koblenz",50.33,7.33
MZ,Mainz,MainZ,50,8.2711111111111
MZG,Landkreis Merzig-Wadern,MerZiG,49.5,6.68
N,Nürnberg,Nürnberg,49.455555555556,11.078611111111
NAB,Landkreis Amberg-Sulzbach,NABburg,49.49,11.8
NAI,Landkreis Hof,NAIla,50.288462,11.795197
NAU,Landkreis Havelland,NAUen,52.6075,12.3325
NB,Neubrandenburg,NeuBrandenburg,53.557,13.261
ND,Landkreis Neuburg-Schrobenhausen,Neuburg an der Donau,48.66,11.2
NDH,Landkreis Nordhausen,NorDHausen,51.5,10.73
NE,Rhein-Kreis Neuss,NEuss,51.1966,6.6953
NEA,Landkreis Neustadt an der Aisch-Bad Windsheim,NEustadt an der Aisch,49.57,10.47
NEB,Burgenlandkreis,NEBra,51.15,11.88
NEC,Coburg,NEustadt bei Coburg,50.266666666667,10.966666666667
NEN,Landkreis Schwandorf,NEuNburg,49.37,12.25
NES,Landkreis Rhön-Grabfeld,NEustadt an der Saale,50.37,10.25
NEU,Landkreis Breisgau-Hochschwarzwald,NEUstadt,47.999444444444,7.8577777777778
NEW,Landkreis Neustadt an der Waldnaab,NEustadt an der Waldnaab,49.69,12.1
NF,Kreis Nordfriesland,NordFriesland,54.477019,9.051147
NH,Landkreis Sonneberg,NeuHaus,50.41,11.13
NI,Landkreis Nienburg/Weser,NIenburg,52.61,9.11
NK,Landkreis Neunkirchen,NeunKirchen,49.38,7.12
NL,Niedersachsen,Niedersächsischer Landtag,52.756243,9.393311
NM,Landkreis Neumarkt in der Oberpfalz,NeuMarkt,49.22,11.57
NMB,Burgenlandkreis,NauMBurg,51.15,11.88
NMS,Neumünster,NeuMünSter,54.07284,9.98595
NÖ,Landkreis Donau-Ries,NÖrdlingen,48.773965,10.745877
NOH,Landkreis Grafschaft Bentheim,NOrdHorn,52.48,7.02
NOL,Landkreis Görlitz,Niederschlesische OberLausitz,51.28,14.82
NOM,Landkreis Northeim,NOrtheiM,51.74,9.85
NOR,Landkreis Aurich,NORden,53.5,7.37
NP,Landkreis Ostprignitz-Ruppin,NeurupPin,52.991375,12.636131
NR,Landkreis Neuwied,Neuwied am Rhein,50.56,7.47
NRW,Nordrhein-Westfalen,NordRhein-Westfalen,51.478333333333,7.555
NT,Landkreis Esslingen,NürTingen,48.734166666667,9.3105555555556
NU,Landkreis Neu-Ulm,Neu-Ulm,48.3,10.14
NVP,Landkreis Vorpommern-Rügen,NordVorPommern,54.25,13.02
NW,Neustadt an der Weinstraße,Neustadt an der Weinstraße,49.35,8.15
NWM,Landkreis Nordwestmecklenburg,NordWestMecklenburg,53.82,11.25
NY,Landkreis Görlitz,NieskY,51.28,14.82
NZ,Landkreis Mecklenburgische Seenplatte,NeustrelitZ,53.55,12.98
OA,Landkreis Oberallgäu,OberAllgäu,47.57,10.26
OAL,Landkreis Ostallgäu,OstALlgäu,47.77,10.64
OB,Oberhausen,OBerhausen,51.470277777778,6.8522222222222
OBB,Landkreis Miltenberg,OBernBurg,49.76,9.23
OBG,Landkreis Stendal,OsterBurG,52.7,11.84
OC,Landkreis Börde,OsChersleben,52.22,11.35
OCH,Landkreis Würzburg,OCHsenfurt,49.66,10
OD,Kreis Stormarn,OlDesloe,53.72,10.33
OE,Kreis Olpe,OlpE,51.085833333333,7.9761111111111
OF,Landkreis Offenbach,OFfenbach,50.018236,8.785651
OG,Ortenaukreis,OffenburG,48.464722222222,7.9411111111111
OH,Kreis Ostholstein,OstHolstein,54.19,10.82
OHA,Landkreis Göttingen,Osterode am HArz,51.5,9.93
ÖHR,Hohenlohekreis,ÖHRingen,49.2775,9.6866666666667
OHV,Landkreis Oberhavel,OberHaVel,52.91,13.21
OHZ,Landkreis Osterholz,OsterHolZ,53.25,8.81
OK,Landkreis Börde,OhreKreis,52.22,11.35
OL,Oldenburg,OLdenburg,53.143889,8.213889
OP,Leverkusen,OPladen,51.033333333333,6.9833333333333
OPR,Landkreis Ostprignitz-Ruppin,"OstPrignitz, Ruppin",52.991375,12.636131
OS,Osnabrück,OSnabrück,52.278888888889,8.0430555555556
OSL,Landkreis Oberspreewald-Lausitz,"OberSpreewald, Lausitz",51.518888888889,14.005555555556
OTW,Landkreis Neunkirchen,OTtWeiler,49.38,7.12
OVI,Landkreis Schwandorf,OberVIechtach,49.37,12.25
OVL,Vogtlandkreis,OberVogtLand,50.48,12.12
OZ,Landkreis Nordsachsen,OschatZ,51.47,12.78
P,Potsdam,Potsdam,52.395833333333,13.061388888889
PA,Passau,PAssau,48.5733333,13.456944
PAF,Landkreis Pfaffenhofen an der Ilm,PfAFfenhofen,48.6,11.52
PAN,Landkreis Rottal-Inn,PfArrkircheN,48.42,12.87
PAR,Landkreis Kelheim,PARsberg,48.82,11.86
PB,Kreis Paderborn,PaderBorn,51.71,8.74
PCH,Landkreis Ludwigslust-Parchim,ParCHim,53.45,11.55
PE,Landkreis Peine,PEine,52.3,10.3
PEG,Landkreis Bayreuth,PEGnitz,49.88,11.56
PF,Pforzheim,PForzheim,48.8907,8.70245
PI,Kreis Pinneberg,PInneberg,53.71,9.73
PIR,Landkreis Sächsische Schweiz-Osterzgebirge,PIRna,50.92,13.87
PL,Vogtlandkreis,PLauen,50.48,12.12
PLÖ,Kreis Plön,PLÖn,54.24,10.36
PM,Landkreis Potsdam-Mittelmark,"Potsdam, Mittelmark",52.142222222222,12.595555555556
PN,Saale-Orla-Kreis,PößNeck,50.58,11.71
PR,Landkreis Prignitz,PRignitz,53.11,11.96
PRÜ,Eifelkreis Bitburg-Prüm,PRÜm,50.06,6.41
PS,Pirmasens,PirmaSens,49.197222222222,7.6080555555556
PW,Landkreis Vorpommern-Greifswald,PaseWalk,53.76,13.89
PZ,Landkreis Uckermark,PrenZlau,53.21,13.86
QFT,Saalekreis,QuerFurT,51.43,11.87
QLB,Landkreis Harz,QuedLinBurg,51.82,10.96
R,Regensburg,Regensburg,49.01525,12.10175
RA,Landkreis Rastatt,RAstatt,48.860833333333,8.2130555555556
RC,Vogtlandkreis,ReiChenbach,50.48,12.12
RD,Kreis Rendsburg-Eckernförde,RenDsburg,54.29,9.78
RDG,Landkreis Vorpommern-Rügen,Ribnitz-DamGarten,54.25,13.02
RE,Kreis Recklinghausen,REcklinghausen,51.608888888889,7.2047222222222
REG,Landkreis Regen,REGen,49.02,13.1
REH,Landkreis Hof,REHau,50.288462,11.795197
REI,Landkreis Berchtesgadener Land,REIchenhall,47.7,12.9
RG,Landkreis Meißen,"Riesa, Großenhain",51.166666666667,13.483333333333
RH,Landkreis Roth,RotH,49.2,11.12
RI,Landkreis Schaumburg,RInteln,52.29,9.21
RID,Landkreis Kelheim,RIeDenburg,48.82,11.86
RIE,Landkreis Meißen,RIEsa,51.166666666667,13.483333333333
RL,Landkreis Mittelsachsen,RochLitz,50.913097,13.354863
RM,Landkreis Mecklenburgische Seenplatte,Röbel/Müritz,53.55,12.98
RN,Landkreis Havelland,RatheNow,52.6075,12.3325
RO,Rosenheim,ROsenheim,47.856111111111,12.128888888889
ROD,Landkreis Cham,RODing,49.208539,12.667589
ROF,Landkreis Hersfeld-Rotenburg,ROtenburg an der Fulda,50.871597222222,9.7160416666667
ROK,Donnersbergkreis,ROcKenhausen,49.63,7.91
ROL,Landkreis Kelheim,ROttenburg an der Laaber,48.82,11.86
ROS,Landkreis Rostock,ROStock,53.91,12.25
ROT,Landkreis Ansbach,ROthenburg ob der Tauber,49.25,10.47
ROW,Landkreis Rotenburg (Wümme),ROtenburg (Wümme),53.25,9.31
RP,Rhein-Pfalz-Kreis,Rhein-Pfalz,49.42,8.36
RPL,"Rheinland-Pfalz, Landesregierung",Rheinland-Pfälzischer Landtag,48.470833333333,7.9408333333333
RS,Remscheid,RemScheid,51.178333333333,7.1994444444444
RSL,Dessau-Roßlau,RosSLau,51.860555555556,12.246944444444
RT,Landkreis Reutlingen,ReuTlingen,48.494166666667,9.2180555555556
RU,Landkreis Saalfeld-Rudolstadt,RUdolstadt,50.64,11.31
RÜD,Rheingau-Taunus-Kreis,RÜDesheim,50.148402777778,8.0732638888889
RÜG,Landkreis Vorpommern-Rügen,RÜGen,54.25,13.02
RV,Landkreis Ravensburg,RaVensburg,47.787222222222,9.6169444444444
RW,Landkreis Rottweil,RottWeil,48.161666666667,8.6327777777778
RZ,Kreis Herzogtum Lauenburg,RatZeburg,53.59,10.6
S,Stuttgart,Stuttgart,48.775555555556,9.1827777777778
SAB,Landkreis Trier-Saarburg,SAarBurg,49.7,6.69
SAD,Landkreis Schwandorf,SchwAnDorf,49.37,12.25
SÄK,Landkreis Waldshut,SÄcKingen,47.6225,8.2055555555556
SAL,Saarland,SAarländischer Landtag,49.383333333333,6.8333333333333
SAN,Landkreis Hof,StAdtsteiNach,50.288462,11.795197
SAW,Altmarkkreis Salzwedel,SAlzWedel,52.68,11.23
SB,Regionalverband Saarbrücken,SaarBrücken,49.25,6.96
SBG,Landkreis Vorpommern-Greifswald,StrasBurG,53.76,13.89
SBK,Salzlandkreis,SchöneBecK,51.85,11.64
SC,Schwabach,SChwabach,49.329166666667,11.020833333333
SCZ,Saale-Orla-Kreis,SChleiZ,50.58,11.71
SDH,Kyffhäuserkreis,SonDersHausen,51.32,10.98
SDL,Landkreis Stendal,StenDaL,52.7,11.84
SDT,Landkreis Uckermark,SchweDT,53.21,13.86
SE,Kreis Segeberg,SEgeberg,53.92,10.14
SEB,Landkreis Sächsische Schweiz-Osterzgebirge,SEBnitz,50.92,13.87
SEE,Landkreis Märkisch-Oderland,SEElow,52.61,14.15
SEF,Landkreis Neustadt an der Aisch-Bad Windsheim,SchEinFeld,49.57,10.47
SEL,Landkreis Wunsiedel im Fichtelgebirge,SELb,50.09,12.04
SFB,Landkreis Oberspreewald-Lausitz,SenFtenBerg,51.518888888889,14.005555555556
SFT,Salzlandkreis,StaßFurT,51.85,11.64
SG,Solingen,SolinGen,51.171388888889,7.0833333333333
SGH,Landkreis Mansfeld-Südharz,SanGerHausen,51.54,11.36
SH,Schleswig-Holstein,Schleswig-Holstein,54.185537583333,9.8220958888889
SHA,Landkreis Schwäbisch Hall,Schwäbisch HAll,49.116111111111,9.7372222222222
SHG,Landkreis Schaumburg,StadtHaGen,52.29,9.21
SHK,Saale-Holzland-Kreis,Saale-Holzland-Kreis,50.92,11.75
SHL,Suhl,SuHL,50.610833333333,10.693333333333
SI,Kreis Siegen-Wittgenstein,SIegen,50.94,8.19
SIG,Landkreis Sigmaringen,SIGmaringen,48.090555555556,9.2147222222222
SIM,Rhein-Hunsrück-Kreis,SIMmern,50.04,7.5
SK,Saalekreis,SaaleKreis,51.43,11.87
SL,Kreis Schleswig-Flensburg,SchLeswig,54.62,9.51
SLE,Kreis Düren,SchLEiden,50.8057,6.4879
SLF,Landkreis Saalfeld-Rudolstadt,SaaLFeld,50.64,11.31
SLG,Landkreis Ravensburg,SauLGau,47.787222222222,9.6169444444444
SLK,Salzlandkreis,SalzLandKreis,51.85,11.64
SLN,Landkreis Altenburger Land,SchmölLN,50.96,12.4
SLS,Landkreis Saarlouis,SaarLouiS,49.36,6.78
SLÜ,Main-Kinzig-Kreis,SchLÜchtern,50.201111111111,9.1975
SLZ,Wartburgkreis,SaLZungen,50.89,10.21
SM,Landkreis Schmalkalden-Meiningen,SchMalkalden,50.63,10.4
SMÜ,Landkreis Augsburg,SchwabMÜnchen,48.35,10.73
SN,Schwerin,SchweriN,53.628888888889,11.415
SO,Kreis Soest,SOest,51.56,8.22
SOB,Landkreis Neuburg-Schrobenhausen,SchrOBenhausen,48.66,11.2
SOG,Landkreis Weilheim-Schongau,SchOnGau,47.79,11.05
SOK,Saale-Orla-Kreis,Saale-Orla-Kreis,50.58,11.71
SÖM,Landkreis Sömmerda,SÖMmerda,51.16,11.16
SON,Landkreis Sonneberg,SONneberg,50.41,11.13
SP,Speyer,SPeyer,49.3172,8.441
SPB,Landkreis Spree-Neiße,SPremBerg,51.75,14.652777777778
SPN,Landkreis Spree-Neiße,"SPree, Neiße",51.75,14.652777777778
SR,Landkreis Straubing-Bogen,StRaubing,48.9,12.58
SRB,Landkreis Märkisch-Oderland,StRausBerg,52.61,14.15
SRO,Saale-Holzland-Kreis,StadtROda,50.92,11.75
ST,Kreis Steinfurt,STeinfurt,52.21,7.58
STA,Landkreis Starnberg,STArnberg,48.01,11.28
STB,Landkreis Ludwigslust-Parchim,STernBerg,53.45,11.55
STD,Landkreis Stade,STaDe,53.59,9.41
STE,Landkreis Lichtenfels,STaffelstEin,50.11,11.12
STL,Erzgebirgskreis,STolLberg,50.61,12.95
STO,Landkreis Konstanz,STOckach,47.669166666667,9.1777777777778
SU,Rhein-Sieg-Kreis,SiegbUrg,50.793,7.2071
SUL,Landkreis Amberg-Sulzbach,SULzbach-Rosenberg,49.49,11.8
SÜW,Landkreis Südliche Weinstraße,SÜdliche Weinstraße,49.19,8.05
SW,Schweinfurt,SchWeinfurt,50.045,10.234166666667
SWA,Rheingau-Taunus-Kreis,SchWAlbach,50.148402777778,8.0732638888889
SY,Landkreis Diepholz,SYke,52.72,8.73
SZ,Salzgitter,SalZgitter,52.15039,10.35932
SZB,Erzgebirgskreis,SchwarZenBerg,50.61,12.95
TBB,Main-Tauber-Kreis,TauBerBischofsheim,49.623055555556,9.6611111111111
TDO,Landkreis Nordsachsen,"Torgau, Delitzsch, Oschatz",51.47,12.78
TE,Kreis Steinfurt,TEcklenburg,52.21,7.58
TET,Landkreis Rostock,TETerow,53.91,12.25
TF,Landkreis Teltow-Fläming,"Teltow, Fläming",52.07,13.28
TG,Landkreis Nordsachsen,TorGau,51.47,12.78
THL,Thüringen,THüringer Landtag,50.903333333333,11.026388888889
THW,Bundesanstalt Technisches Hilfswerk,Technisches HilfsWerk,48.168055555556,8.6247222222222
TIR,Landkreis Tirschenreuth,TIRschenreuth,49.9,12.2
TO,Landkreis Nordsachsen,"Torgau, Oschatz",51.47,12.78
TÖL,Landkreis Bad Tölz-Wolfratshausen,TÖLz,47.73,11.48
TP,Landkreis Uckermark,TemPlin,53.21,13.86
TR,Landkreis Trier-Saarburg,TRier,49.7,6.69
TS,Landkreis Traunstein,TraunStein,47.89,12.58
TT,Bodenseekreis,TeTtnang,47.657777777778,9.4519444444444
TÜ,Landkreis Tübingen,TÜbingen,48.511111111111,9.0466666666667
TUT,Landkreis Tuttlingen,TUTtlingen,47.9822,8.8058
ÜB,Bodenseekreis,ÜBerlingen,47.657777777778,9.4519444444444
UE,Landkreis Uelzen,UElzen,52.98,10.55
UEM,Kreis Ueckermünde,UEckerMünde,49.23265,6.99619
UFF,Landkreis Neustadt an der Aisch-Bad Windsheim,UFFenheim,49.57,10.47
UH,Unstrut-Hainich-Kreis,"Unstrut, Hainich",51.19,10.55
UL,Ulm,ULm,48.400833333333,9.9872222222222
UM,Landkreis Uckermark,UckerMark,53.21,13.86
UN,Kreis Unna,UNna,51.578333333333,7.6366666666667
USI,Hochtaunuskreis,USIngen,50.215416666667,8.6163888888889
V,Vogtlandkreis,Vogtland,50.48,12.12
VAI,Landkreis Ludwigsburg,VAIhingen,48.890277777778,9.2011111111111
VB,Vogelsbergkreis,VogelsBerg,50.640763888889,9.3997916666667
VEC,Landkreis Vechta,VEChta,52.69,8.22
VER,Landkreis Verden,VERden,52.97,9.18
VG,Landkreis Vorpommern-Greifswald,Vorpommern-Greifswald,53.76,13.89
VIB,Landkreis Landshut,VIlsBiburg,48.56,12.2
VIE,Kreis Viersen,VIErsen,51.2585,6.3918
VIT,Landkreis Regen,VIechTach,49.02,13.1
VK,Völklingen,VölKlingen,49.25298,6.85666
VOH,Landkreis Neustadt an der Waldnaab,VOHenstrauß,49.69,12.1
VR,Landkreis Vorpommern-Rügen,Vorpommern-Rügen,54.25,13.02
VS,Schwarzwald-Baar-Kreis,Villingen-Schwenningen,48.06,8.4677777777778
W,Wuppertal,Wuppertal,51.256176,7.150829
WA,Landkreis Waldeck-Frankenberg,WAldeck,51.269298,8.856665
WAF,Kreis Warendorf,WArendorF,51.9414,7.9862
WAK,Wartburgkreis,WArtburgKreis,50.89,10.21
WAN,Herne,WANne,51.541944444444,7.2238888888889
WAR,Kreis Höxter,WARburg,51.68,9.18
WAT,Bochum,WATtenscheid,51.48012,7.21662
WB,Landkreis Wittenberg,WittenBerg,51.82,12.7
WBS,Landkreis Eichsfeld,WorBiS,51.38,10.25
WDA,Landkreis Zwickau,WerDAu,50.75,12.53
WE,Weimar,WEimar,50.979444444444,11.329722222222
WEL,Landkreis Limburg-Weilburg,WEiLburg,50.386875,8.0595138888889
WEN,Weiden in der Oberpfalz,WEideN,49.67527,12.16321
WER,Landkreis Augsburg,WERtingen,48.35,10.73
WES,Kreis Wesel,WESel,51.65766,6.61537
WF,Landkreis Wolfenbüttel,WolFenbüttel,52.13,10.58
WG,Landkreis Ravensburg,WanGen,47.787222222222,9.6169444444444
WHV,Wilhelmshaven,WilhelmsHaVen,53.521944444444,8.1075
WI,Wiesbaden,WIesbaden,50.0825,8.24
WIL,Landkreis Bernkastel-Wittlich,WIttLich,49.92,6.97
WIS,Kreis Wismar,WISmar,51.57168,8.10755
WIT,Ennepe-Ruhr-Kreis,WITten,51.346666666667,7.3238888888889
WIZ,Werra-Meißner-Kreis,WItZenhausen,51.188541666667,10.053333333333
WK,Landkreis Ostprignitz-Ruppin,WittstocK,52.991375,12.636131
WL,Landkreis Harburg,Winsen (Luhe),53.32,9.96
WLG,Kreis Wolgast,WoLGast,50.3575,11.175555555556
WM,Landkreis Weilheim-Schongau,WeilheiM,47.79,11.05
WMS,Landkreis Börde,WolMirStedt,52.22,11.35
WN,Rems-Murr-Kreis,WaiblingeN,48.829722222222,9.3161111111111
WND,Landkreis St. Wendel,WeNDel,49.52,7.1
WO,Worms,WOrms,49.633055555556,8.3608333333333
WOB,Wolfsburg,WOlfsBurg,52.423055555556,10.787222222222
WOH,Landkreis Kassel,WOlfHagen,51.311111111111,9.4859027777778
WOL,Landkreis Freudenstadt,WOLfach,48.461111111111,8.4180555555556
WOR,Landkreis Bad Tölz-Wolfratshausen,WOlfRatshausen,47.73,11.48
WOS,Landkreis Freyung-Grafenau,WOlfStein,48.83,13.51
WR,Landkreis Harz,WernigeRode,51.82,10.96
WRN,Kreis Waren,WaReN,50.101388888889,10.999722222222
WS,Landkreis Mühldorf a.Inn,WasSerburg,48.241074,12.383252
WSF,Burgenlandkreis,WeisSenFels,51.15,11.88
WST,Landkreis Ammerland,WesterSTede,53.22,8.01
WSW,Landkreis Görlitz,WeisSWasser,51.28,14.82
WT,Landkreis Waldshut,WaldshuT,47.6225,8.2055555555556
WTL,Landkreis Osnabrück,WitTLage,52.38,8.05
WTM,Landkreis Wittmund,WitTMund,53.58,7.71
WÜ,Würzburg,WÜrzburg,49.79441,9.92937
WUG,Landkreis Weißenburg-Gunzenhausen,WeißenbUrG,49.03,10.89
WÜM,Landkreis Cham,WaldMÜnchen (mit einem Buchstabendreher),49.208539,12.667589
WUN,Landkreis Wunsiedel im Fichtelgebirge,WUNsiedel,50.09,12.04
WUR,Landkreis Leipzig,WURzen,51.116666666667,12.5
WW,Westerwaldkreis,WesterWald,50.55,7.87
WZ,Lahn-Dill-Kreis,WetZlar,50.560277777778,8.5001388888889
WZL,Landkreis Börde,WanZLeben,52.22,11.35
X,NATO,willkürlich gewählt,50.880555555556,4.4222222222222
Y,Bundeswehr,"„Y“ wurde genommen, da es bei Gründung der Bundeswehr noch frei war. „BW“ o. Ä. war bereits vergeben. (BW = Bundes-Wasserstraßen-Verwaltung)",28.459033,20.039063
Z,Landkreis Zwickau,Zwickau,50.75,12.53
ZE,Landkreis Anhalt-Bitterfeld,ZErbst,51.77,12.07
ZEL,Landkreis Cochem-Zell,ZELl,50.13,7.18
ZI,Landkreis Görlitz,ZIttau,51.28,14.82
ZIG,Schwalm-Eder-Kreis,ZIeGenhain,51.035,9.4008333333333
ZP,Erzgebirgskreis,ZschoPau,50.61,12.95
ZR,Landkreis Greiz,ZeulenRoda,50.75,12.07
ZS,Landkreis Teltow-Fläming,ZoSsen,52.07,13.28
ZW,Zweibrücken,ZWeibrücken,49.249444444444,7.3608333333333
ZZ,Burgenlandkreis,ZeitZ,51.15,11.88
01,17.12.2012,BAnz AT 11.01.2013 B2,47.670833333333,9.5875
02,15.03.2013,BAnz AT 02.04.2013 B8,48.520144,9.053363
03,01.08.2013,BAnz AT 12.08.2013 B4,47.984444444444,8.8186111111111
04,11.09.2013,BAnz AT 24.09.2013 B2,,
05,22.11.2013,BAnz AT 04.12.2013 B2,47.766666666667,9.1583333333333
06,08.04.2014,BAnz AT 17.04.2014 B5,,
07,05.05.2014,BAnz AT 16.05.2014 B2,,
08,30.07.2014,BAnz AT 13.08.2014 B2,52.964722222222,10.565833333333
09,13.11.2014,BAnz AT 26.11.2014 B4,53.73623,14.03881
10,09.12.2014,BAnz AT 17.12.2014 B7,49.545833333333,10.231666666667
11,22.01.2015,BAnz AT 02.02.2015 B3,51.31623,10.2763
12,09.02.2015,BAnz AT 18.02.2015 B3,,
13,23.03.2015,BAnz AT 01.04.2015 B6,,
14,11.05.2015,BAnz AT 20.05.2015 B3,53.1166667,13.5
15,30.07.2015,BAnz AT 10.08.2015 B2,51.534722222222,7.6888888888889
16,23.10.2015,BAnz AT 04.11.2015 B3,50.334027777778,8.5372222222222
17,19.11.2015,BAnz AT 30.11.2015 B4,,
18,04.04.2016,BAnz AT 15.04.2016 B4,,
19,23.05.2016,BAnz AT 03.06.2016 B7,48.932777777778,8.9563888888889
20,22.09.2016,BAnz AT 07.10.2016 B3,50.533333,9.233333
21,13.10.2016,BAnz AT 25.10.2016 B2,52.7266,8.2848
22,15.12.2016,BAnz AT 27.12.2016 B5,52.923333333333,9.235
23,07.02.2017,BAnz AT 20.02.2017 B2,53.76,13.89
24,05.04.2017,BAnz AT 19.04.2017 B5,48.448548,12.355759
25,15.11.2017,BAnz AT 30.11.2017 B3,,
26,22.02.2018,BAnz AT 12.03.2018 B3,,
a26a,27.03.2018,BAnz AT 10.04.2018 B2,51.25683,6.3893
27,27.03.2018,BAnz AT 10.04.2018 B3,49.079166666667,12.884722222222
28,01.11.2018,BAnz AT 14.11.2018 B3,,
29,28.10.2019,BAnz AT 14.11.2019 B4,49.622777777778,12.341944444444
30,05.11.2019,BAnz AT 27.11.2019 B1,54.25,13.02
31,09.12.2019,BAnz AT 30.12.2019 B9,48.063152,8.4929618
32,17.12.2020,BAnz AT 20.01.2021 B4,,
33,08.02.2021,BAnz AT 25.02.2021 B4,,
34,24.02.2021,BAnz AT 19.11.2021 B5,,
35,19.07.2021,BAnz AT 18.08.2021 B7,51.953888888889,7.9933333333333
36,21.07.2021,BAnz AT 18.08.2021 B8,50.966111111111,10.306422222222
Bei,der Nr. 26a handelt es um,eine Korrektur der Nr. 26.,51.5325,7.1616666666667
37,01.11.2021,BAnz AT 17.11.2021 B5,51.488055555556,9.14
38,22.06.2023,BAnz AT 22.06.2023 B3,51.480555555556,7.1325
39,20.09.2023,BAnz AT 06.10.2023 B2,51.86644,12.64351
40,20.08.2024,BAnz AT 20.08.2024 B1,51.421027777778,10.363694444444
41,04.12.2024,BAnz AT 20.12.2024 B6,50.733333333333,12.383333333333
42,16.12.2024,BAnz AT 07.01.2025 B2,,
43,11.04.2025,BAnz AT 29.04.2025 B7,50.483,8.264
44,11.06.2025,BAnz AT 08.07.2025 B3,,
45,,,48.555555555556,10.679166666667
46,,,,
47,,,51.658888888889,6.6177777777778
48,,,52.162222222222,10.536944444444
49,,,47.685833333333,9.8341666666667
50,,,,
51,,,,
52,,,49.986944444444,6.8897222222222
53,,,53.888213888889,11.462016666667
54,,,51.433333333333,7.3333333333333
55,,,51.341566666667,9.8568444444444
56,,,53.163294,12.485617
57,,,53.365141666667,10.209080555556
58,,,54.05,13.766666666667
59,,,47.833333333333,11.133333333333
60,,,52.252445,11.628044
13301,13.03.2015,30.03.2015,48.830277777778,9.3169444444444
26301,21.02.2018,01.09.2018,49.468055555556,7.1725
03806,12.07.2013,Landkreis Amberg-Sulzbach,,
03813,12.07.2013,Landkreis Amberg-Sulzbach,,
03814,10.07.2013,Landkreis Bayreuth,51.3255,9.1705
03815,15.07.2013,Landkreis Nürnberger Land,48.299444444444,8.2227777777778
06103,18.03.2014,01.04.2014,,
26201,18.01.2018,19.02.2018,47.914166666667,11.418611111111
21001,13.10.2016,01.10.2016,,
21003,13.10.2016,14.10.2016,,
16002,05.08.2015,01.09.2015,48.8128,13.5428
08202,28.04.2014,25.07.2014,51.835833333333,10.776666666667
27203,27.03.2018,02.07.2018,53.516666666667,12.683333333333
15102,12.05.2015,15.07.2015,48.061,12.2335
08205,28.04.2014,04.08.2014,,
03839,10.07.2013,Landkreis Schwandorf,51.20097,11.97246
18508,21.03.2016,01.12.2014,53.25,7.9166666666667
OVP,02419,12.03.2013,51.5,14.6333
03849,15.07.2013,Landkreis Nürnberger Land,47.630555555556,8.2494444444444
08207,28.04.2014,04.08.2014,52.318055555556,8.3738888888889
08210,28.04.2014,25.07.2014,53.574858333333,7.7809277777778
08211,28.04.2014,04.08.2014,,
10301,09.12.2014,15.07.2015,,
32002,17.12.2020,01.03.2021,49.030555555556,10.971944444444
33002,08.02.2021,01.04.2021,49.37762,12.706301
31003,09.12.2019,22.07.2020,50.038611111111,12.004722222222
32003,17.12.2020,01.03.2021,51.366666666667,12.733333333333
UER,02428,12.03.2013,50.661138888889,8.1014722222222
08214,28.04.2014,25.07.2014,50.557777777778,8.5044444444444
28001,12.09.2018,02.01.2019,52.060555555556,11.445277777778
22002,15.12.2016,01.03.2017,,
26203,18.01.2018,19.02.2018,,
28002,12.09.2018,02.01.2019,,
09.11.2012,Landkreises Sächsische Schweiz-Osterzgebirge,42,50.92,13.87
12.11.2012,Landkreis Sächsische Schweiz-Osterzgebirge,3,50.92,13.87
13.11.2012,Recklinghausen,3,51.608888888889,7.2047222222222
14.11.2012,Bochum,3,51.48012,7.21662
15.11.2012,Aurich,14,53.5,7.37
17.11.2012,Kreis Düren,1,50.8057,6.4879
19.11.2012,Landkreis Trier-Saarburg,1,49.7,6.69
23.11.2012,Kreis Unna,1,51.578333333333,7.6366666666667
26.11.2012,Landkreis Bernkastel-Wittlich,1,49.92,6.97
27.11.2012,Sachsen-Anhalt,38,50.648754,11.979978
29.11.2012,Thüringen,20,52.215833333333,13.449166666667
03.12.2012,Soest,3,51.56,8.22
12.12.2012,Herne,1,51.541944444444,7.2238888888889
02.01.2013,Darmstadt-Dieburg,9,49.898472222222,8.6755555555556
01.02.2013,Kreis Borken,2,51.8515,6.8424
20.02.2013,Kreis Euskirchen,1,50.6692,6.7838
25.02.2013,Böblingen,4,48.682222222222,9.0097222222222
14.03.2013,Landkreis Vorpommern-Greifswald,5,53.76,13.89
15.03.2013,Landkreis Oberspreewald-Lausitz,6,51.518888888889,14.005555555556
18.03.2013,Märkisch-Oderland,16,52.61,14.15
19.03.2013,Barnim,5,52.82,13.7
02.04.2013,Landkreis Elbe-Elster,4,51.6925,13.235555555556
06.05.2013,Landkreis Mayen-Koblenz,1,50.33,7.33
29.05.2013,Landkreis Elbe-Elster,1,51.6925,13.235555555556
02.07.2013,Städteregion Aachen,1,50.7687,6.097
03.07.2013,Kreis Steinfurt,2,52.21,7.58
08.07.2013,Rhein-Lahn-Kreis,2,50.33298753721,7.7070486545563
